SectorName,SectorName_labelled,income_group,outsourcing_status,n,Frequency,avg_income,wtd_avg_income,N,Sum,perc,SectorName_short,SectorName_short_detail
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Not low,Not outsourced,108,117.96790935427781,50010.07655913979,45587.275023981565,144,164.06799735920032,71.90184024493587,Administrative and support service activities,NA
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Not low,Outsourced,36,46.10008800492252,48670.709677419356,38370.17407934742,144,164.06799735920032,28.098159755064138,Administrative and support service activities,NA
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Low,Not outsourced,73,82.1827396909805,16237.400655737705,15655.645276267003,126,136.42771280469245,60.23903648420163,Administrative and support service activities,NA
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Low,Outsourced,53,54.24497311371195,15332.913636363637,14174.08670555787,126,136.42771280469245,39.76096351579837,Administrative and support service activities,NA
5,"AGRICULTURE, FORESTRY AND FISHING",Not low,Not outsourced,13,16.663649806875345,84645.33333333333,50962.552997662504,15,17.968970237128254,92.73569707653141,"Agriculture, forestry and fishing",NA
5,"AGRICULTURE, FORESTRY AND FISHING",Not low,Outsourced,2,1.3053204302529073,35000,35000,15,17.968970237128254,7.264302923468584,"Agriculture, forestry and fishing",NA
5,"AGRICULTURE, FORESTRY AND FISHING",Low,Not outsourced,12,13.746375276993302,17612.5,16063.728850897842,14,14.910403999855,92.19317784499322,"Agriculture, forestry and fishing",NA
5,"AGRICULTURE, FORESTRY AND FISHING",Low,Outsourced,2,1.1640287228616986,20066.800000000003,20064.636626431984,14,14.910403999855,7.806822155006789,"Agriculture, forestry and fishing",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Not low,Not outsourced,60,57.16533322643826,47222.916603773585,43978.21155010215,72,69.08492031683973,82.74647052390675,"Arts, entertainment and recreation",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Not low,Outsourced,12,11.919587090401466,32455.555555555555,32210.960068817494,72,69.08492031683973,17.253529476093235,"Arts, entertainment and recreation",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Low,Not outsourced,80,79.52646425891456,14119.401176470588,14197.527145889273,90,92.41071845150078,86.05761928001007,"Arts, entertainment and recreation",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Low,Outsourced,10,12.884254192586221,14253.333333333334,14723.587414048809,90,92.41071845150078,13.942380719989927,"Arts, entertainment and recreation",NA
7,CONSTRUCTION,Not low,Not outsourced,180,176.65795997021473,65936.04026845637,65685.49329980774,239,228.00173931674496,77.48097032049289,Construction,NA
7,CONSTRUCTION,Not low,Outsourced,59,51.343779346530226,84683.65384615384,91346.69829244955,239,228.00173931674496,22.519029679507106,Construction,NA
7,CONSTRUCTION,Low,Not outsourced,39,42.299403172331026,18775.48148148148,18432.476127565416,49,52.63276364598818,80.3670570233399,Construction,NA
7,CONSTRUCTION,Low,Outsourced,10,10.333360473657155,17782.5,17840.881346661332,49,52.63276364598818,19.632942976660118,Construction,NA
8,EDUCATION,Not low,Not outsourced,491,428.70256258951184,62790.59221945137,63968.6647172452,549,481.52576685207384,89.0300357947845,Education,NA
8,EDUCATION,Not low,Outsourced,58,52.82320426256197,105590.95348837209,126321.4879973501,549,481.52576685207384,10.969964205215506,Education,NA
8,EDUCATION,Low,Not outsourced,377,357.14421054950253,15086.493288135593,14770.799509534985,437,420.80842978084945,84.87097341075076,Education,NA
8,EDUCATION,Low,Outsourced,60,63.6642192313469,14676.82976744186,12824.806559562798,437,420.80842978084945,15.12902658924923,Education,NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Not low,Not outsourced,75,73.33840168052713,84636.33846153846,100794.4776374109,92,89.56696398272639,81.88108474311014,"Electricity, gas, steam and air conditioning supply",NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Not low,Outsourced,17,16.228562302199265,96382.875,76906.652681478,92,89.56696398272639,18.118915256889867,"Electricity, gas, steam and air conditioning supply",NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Low,Not outsourced,17,21.182423047610538,18434.933333333334,18116.575120237092,19,23.500230767455136,90.13708527894768,"Electricity, gas, steam and air conditioning supply",NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Low,Outsourced,2,2.3178077198445974,2400,2400,19,23.500230767455136,9.862914721052313,"Electricity, gas, steam and air conditioning supply",NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Not low,Not outsourced,322,299.90629573432074,68529.6281533101,72337.07679776663,390,359.49870297650455,83.42347086407193,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Not low,Outsourced,68,59.5924072421838,150790.81818181818,168058.3834997746,390,359.49870297650455,16.576529135928077,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Low,Not outsourced,79,73.51363631067412,18177.6025,18276.229861747233,92,85.6109448461732,85.86943695431037,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Low,Outsourced,13,12.097308535499076,20155.555555555555,20474.129767550334,92,85.6109448461732,14.130563045689627,Financial and insurance activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Not low,Not outsourced,749,661.6010584960009,50106.41114155251,49007.97491839606,872,768.8135322064204,86.05481443559792,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Not low,Outsourced,123,107.21247371041952,63230.966,62173.88921139226,872,768.8135322064204,13.945185564402085,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Low,Not outsourced,560,568.349590375872,16829.316990950225,16631.408720445314,685,697.4521969638863,81.48939710133293,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Low,Outsourced,125,129.10260658801428,16325.367083333333,16104.105784274738,685,697.4521969638863,18.510602898667067,Human health and social work activities,NA
12,INFORMATION AND COMMUNICATION,Not low,Not outsourced,316,296.575408004205,74379.36727272728,71357.82204026124,398,367.93262005479886,80.60590223286911,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Not low,Outsourced,82,71.35721205059389,112727.38888888889,114739.85581415224,398,367.93262005479886,19.39409776713088,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Low,Not outsourced,46,51.55973361790238,18593.79487179487,18689.43021462366,62,66.06535246286897,78.04353067953545,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Low,Outsourced,16,14.505618844966596,15421.866666666667,16204.693098823378,62,66.06535246286897,21.95646932046455,Information and communication,NA
13,MANUFACTURING,Not low,Not outsourced,470,481.4939727887967,58531.49980440098,56070.375920143415,542,549.2414301791875,87.6652681921157,Manufacturing,NA
13,MANUFACTURING,Not low,Outsourced,72,67.74745739039088,99269.8870967742,87089.95324834093,542,549.2414301791875,12.334731807884298,Manufacturing,NA
13,MANUFACTURING,Low,Not outsourced,134,148.51815223072927,17928.2392920354,18570.71343338441,173,195.3632040062123,76.02155840257748,Manufacturing,NA
13,MANUFACTURING,Low,Outsourced,39,46.84505177548304,16756.914285714287,17085.953216722377,173,195.3632040062123,23.978441597422524,Manufacturing,NA
14,MINING AND QUARRYING,Not low,Not outsourced,7,7.4600557168374735,58868,54859.57103046843,7,7.4600557168374735,100,Mining and quarrying,NA
15,NA,Not low,Not outsourced,35,38.83789386568841,51454.41379310345,45187.95108641633,40,45.38506093677087,85.57418027882835,NA,NA
15,NA,Not low,Outsourced,5,6.5471670710824625,38580,37689.07918943269,40,45.38506093677087,14.425819721171647,NA,NA
15,NA,Low,Not outsourced,29,44.433659777569986,14706.472142857143,15117.21458336173,32,46.473456935520254,95.61083402773245,NA,NA
15,NA,Low,Outsourced,3,2.0397971579502654,19000,18852.89298022095,32,46.473456935520254,4.389165972267542,NA,NA
16,Not found,Not low,Not outsourced,9,14.686606624951173,34912.5,35347.48081048593,15,19.957644199920072,73.58887891693145,Not found,NA
16,Not found,Not low,Outsourced,6,5.271037574968898,41451.333333333336,45344.903750157726,15,19.957644199920072,26.41112108306855,Not found,NA
16,Not found,Low,Not outsourced,7,6.264658559180089,14175,13419.309617896235,12,12.66366281466071,49.469562249616274,Not found,NA
16,Not found,Low,Outsourced,5,6.399004255480621,7730,6373.481787014243,12,12.66366281466071,50.53043775038372,Not found,NA
17,OTHER SERVICE ACTIVITIES,Not low,Not outsourced,110,108.19685972346022,59242.1125,60468.375614175915,140,136.7476906885871,79.12152605915287,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Not low,Outsourced,30,28.5508309651269,75424.28571428571,70626.25929670465,140,136.7476906885871,20.87847394084713,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Low,Not outsourced,100,106.98816189278257,15531.74175,15161.234633055916,124,134.12172744920375,79.76944819272661,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Low,Outsourced,24,27.133565556421168,14859.506666666666,14590.207135877132,124,134.12172744920375,20.230551807273383,Other service activities,NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Not low,Not outsourced,263,219.4080424979076,62003.815589519654,64254.2093136141,324,279.0879693791593,78.61608760348511,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Not low,Outsourced,61,59.67992688125172,89745.04,82182.31818550648,324,279.0879693791593,21.383912396514887,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Low,Not outsourced,62,64.49841044766409,17514.40730769231,16777.197239054265,77,79.82088880764694,80.8039241495956,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Low,Outsourced,15,15.322478359982856,16348.663333333334,15866.008034012964,77,79.82088880764694,19.19607585040439,"Professional, scientific and technical activities",NA
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Not low,Not outsourced,526,469.4891967696645,51547.26205450734,50224.052054284046,569,513.023920882656,91.51409469599582,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Not low,Outsourced,43,43.53472411299143,104960.36923076923,112319.72561942291,569,513.023920882656,8.485905304004165,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Low,Not outsourced,128,119.39532050944763,18223.344814814816,18232.11167643665,151,141.4275586302383,84.42153825309686,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Low,Outsourced,23,22.032238120790673,17673.06105263158,17558.83407385699,151,141.4275586302383,15.57846174690313,Public administration and defence, Compulsory social security
20,REAL ESTATE ACTIVITIES,Not low,Not outsourced,66,65.15676832853273,55378.362068965514,50345.73932508422,78,78.02848501211139,83.5038234029781,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Not low,Outsourced,12,12.871716683578653,30543.875,30827.700077449812,78,78.02848501211139,16.49617659702189,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Low,Not outsourced,27,33.61583592659026,16224.288695652174,16101.331274120776,31,37.25709668125773,90.22666530937926,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Low,Outsourced,4,3.6412607546674716,20133.333333333332,19379.192432129024,31,37.25709668125773,9.773334690620745,Real estate activities,NA
21,TRANSPORTATION AND STORAGE,Not low,Not outsourced,245,260.15037840432734,55148.73407239819,62229.158204621206,301,312.28701876615173,83.30489670437899,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Not low,Outsourced,56,52.13664036182438,63843.925531914894,54406.902255252826,301,312.28701876615173,16.695103295621003,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Low,Not outsourced,79,93.93359333050788,17434.4625,17336.454063063167,105,132.68513341416357,70.79436174458476,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Low,Outsourced,26,38.751540083655705,15182.084705882353,14125.180855945082,105,132.68513341416357,29.205638255415238,Transportation and storage,NA
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Not low,Not outsourced,44,48.41327916574545,56512.81081081081,51433.105680972476,58,67.19683080913805,72.04696796379535,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Not low,Outsourced,14,18.783551643392606,65320.61538461538,56814.328133517374,58,67.19683080913805,27.953032036204668,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Low,Not outsourced,12,8.948492940153995,19839.988,19675.00376102836,18,15.402488791847173,58.0977078515428,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Low,Outsourced,6,6.453995851693177,19434.25,20594.0299531155,18,15.402488791847173,41.90229214845719,Water supply," Sewerage, waste management and remediation activities"
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Not low,Not outsourced,441,453.80392006523107,65047.66740740741,68438.76375449167,556,563.9365675394793,80.47073841039078,Wholesale and retail trade, Repair of motor vehicles and motorcycles
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Not low,Outsourced,115,110.13264747424819,117792.02828282828,95149.18912834887,556,563.9365675394793,19.52926158960922,Wholesale and retail trade, Repair of motor vehicles and motorcycles
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Low,Not outsourced,636,710.2606957998828,14914.272776699028,14671.462576284792,749,828.6811863169851,85.70976480793371,Wholesale and retail trade, Repair of motor vehicles and motorcycles
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Low,Outsourced,113,118.42049051710234,14834.19325,14596.77990265682,749,828.6811863169851,14.290235192066303,Wholesale and retail trade, Repair of motor vehicles and motorcycles
NA,NA,Low,Not outsourced,1,0.8331552475741444,18000,18000,1,0.8331552475741444,100,NA,NA
