SectorName,SectorName_labelled,income_group,outsourcing_status,n,Frequency,avg_income,wtd_avg_income,N,Sum,perc,SectorName_short,SectorName_short_detail
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Not low,Outsourced,55,64.28299828786963,26668.208623376624,26906.637419306553,190,213.21591383454034,30.149249712080344,Administrative and support service activities,NA
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Low,Not outsourced,39,45.86485311500355,11161.058681318682,10534.13389043693,69,79.38487499444182,57.77530432366973,Administrative and support service activities,NA
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Low,Outsourced,30,33.52002187943826,9230.002428571428,8696.10101729714,69,79.38487499444182,42.22469567633026,Administrative and support service activities,NA
5,"AGRICULTURE, FORESTRY AND FISHING",Not low,Not outsourced,15,18.71396590515255,30748.068571428572,29494.81871356929,18,20.600517080651514,90.84221445455437,"Agriculture, forestry and fishing",NA
5,"AGRICULTURE, FORESTRY AND FISHING",Not low,Outsourced,3,1.8865511754989641,34353.206666666665,34438.63928571241,18,20.600517080651514,9.15778554544564,"Agriculture, forestry and fishing",NA
5,"AGRICULTURE, FORESTRY AND FISHING",Low,Not outsourced,7,9.730024757591604,12314.914285714285,11640.57530999088,8,10.312822735207245,94.34880252885556,"Agriculture, forestry and fishing",NA
5,"AGRICULTURE, FORESTRY AND FISHING",Low,Outsourced,1,0.5827979776156418,16522.714285714286,16522.714285714286,8,10.312822735207245,5.65119747114445,"Agriculture, forestry and fishing",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Not low,Not outsourced,79,77.00439622873635,29456.61621699819,28909.871692650264,91,88.92398331913782,86.59575668397191,"Arts, entertainment and recreation",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Not low,Outsourced,12,11.919587090401466,33508.166666666664,33613.89753708052,91,88.92398331913782,13.404243316028092,"Arts, entertainment and recreation",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Low,Not outsourced,57,56.611929284768124,10574.083418546366,10814.076533105163,67,69.49618347735435,81.46048668012882,"Arts, entertainment and recreation",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Low,Outsourced,10,12.884254192586221,13930.271428571428,14287.937221407374,67,69.49618347735435,18.539513319871176,"Arts, entertainment and recreation",NA
7,CONSTRUCTION,Not low,Not outsourced,184,179.48763999522885,34680.96205590062,34405.02252320012,239,227.3243951474717,78.9566117084751,Construction,NA
7,CONSTRUCTION,Not low,Outsourced,55,47.83675515224287,33344.04077922078,32849.182208795166,239,227.3243951474717,21.043388291524906,Construction,NA
7,CONSTRUCTION,Low,Not outsourced,16,21.820594929428466,12161.673214285714,11708.04422636293,21,26.622327766302874,81.96351243578263,Construction,NA
7,CONSTRUCTION,Low,Outsourced,5,4.801732836874407,12239.6,12446.695345456052,21,26.622327766302874,18.036487564217378,Construction,NA
8,EDUCATION,Not low,Not outsourced,573,499.71072860243225,32951.76765382697,32645.224197764695,639,556.3957858671857,89.8120980236388,Education,NA
8,EDUCATION,Not low,Outsourced,66,56.68505726475344,30248.812900432902,30385.007157728305,639,556.3957858671857,10.1879019763612,Education,NA
8,EDUCATION,Low,Not outsourced,257,252.11184622409613,11478.360600889384,11413.496897921652,299,300.96570473764314,83.76763274203161,Education,NA
8,EDUCATION,Low,Outsourced,42,48.85385851354704,11142.602517006802,9915.496540113181,299,300.96570473764314,16.232367257968402,Education,NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Not low,Not outsourced,74,70.13778409436392,35740.43177992278,36121.86074652161,86,81.8051516746163,85.73761267913802,"Electricity, gas, steam and air conditioning supply",NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Not low,Outsourced,12,11.667367580252376,38225.166666666664,35375.32975465236,86,81.8051516746163,14.262387320861968,"Electricity, gas, steam and air conditioning supply",NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Low,Not outsourced,6,10.09817590493494,10383.711904761905,10238.623016141555,8,12.415983624779539,81.33206526449689,"Electricity, gas, steam and air conditioning supply",NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Low,Outsourced,2,2.3178077198445974,8253,9932.953564034346,8,12.415983624779539,18.66793473550311,"Electricity, gas, steam and air conditioning supply",NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Not low,Not outsourced,306,283.0431086552111,35158.18775910364,34933.22532192652,367,334.0919831186974,84.72011390786666,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Not low,Outsourced,61,51.04887446348628,35358.50538641686,34630.84714993197,367,334.0919831186974,15.279886092133331,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Low,Not outsourced,30,28.107233071583842,13039.6,13115.098313640628,34,31.192221926124848,90.10974959768033,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Low,Outsourced,4,3.0849888545410065,14116.5,14486.006387531592,34,31.192221926124848,9.89025040231967,Financial and insurance activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Not low,Not outsourced,967,883.2867451596802,30286.7496538632,29769.798467287426,1132,1037.0823429855236,85.17035808525088,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Not low,Outsourced,165,153.79559782584352,28709.26548917749,28093.224485293504,1132,1037.0823429855236,14.829641914749129,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Low,Not outsourced,289,303.15547662422586,12401.953266683144,12262.196055423583,358,374.5756005884973,80.93305494216307,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Low,Outsourced,69,71.42012396427147,11993.283828674948,12073.675304752049,358,374.5756005884973,19.066945057836925,Human health and social work activities,NA
12,INFORMATION AND COMMUNICATION,Not low,Not outsourced,276,265.1362241046229,40010.51330227743,39883.97437831077,344,323.31821040666256,82.00472957311634,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Not low,Outsourced,68,58.18198630203967,38055.8756302521,37642.377457825816,344,323.31821040666256,17.99527042688367,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Low,Not outsourced,20,20.61723271828616,14196.342142857144,14336.191364076756,31,29.951019692211556,68.83649682099956,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Low,Outsourced,11,9.333786973925395,12285.402597402597,12849.963859941872,31,29.951019692211556,31.16350317900044,Information and communication,NA
13,MANUFACTURING,Not low,Not outsourced,505,542.0855480184924,32495.239027439886,31217.862398598907,582,618.446503596788,87.65277915968605,Manufacturing,NA
13,MANUFACTURING,Not low,Outsourced,77,76.36095557829559,31727.79749536178,31000.453539566606,582,618.446503596788,12.347220840313952,Manufacturing,NA
13,MANUFACTURING,Low,Not outsourced,54,50.539616072711326,12159.568328042329,12158.180284646141,80,82.32915500801863,61.387264411725,Manufacturing,NA
13,MANUFACTURING,Low,Outsourced,26,31.78953893530731,12105.722461538462,12577.04741135683,80,82.32915500801863,38.61273558827501,Manufacturing,NA
14,MINING AND QUARRYING,Not low,Not outsourced,4,4.999003648050852,36206.925,39437.95015298629,4,4.999003648050852,100,Mining and quarrying,NA
15,NA,Not low,Not outsourced,43,54.54264005718135,29841.82388039867,28696.038130832236,50,62.45238958582747,87.33475279152313,NA,NA
15,NA,Not low,Outsourced,7,7.909749528646118,32788.163265306124,34342.020456336955,50,62.45238958582747,12.665247208476876,NA,NA
15,NA,Low,Not outsourced,18,26.48353868877986,10241.835119047619,10240.748944156656,19,27.16075338916647,97.50664243114578,NA,NA
15,NA,Low,Outsourced,1,0.6772147003866111,16290,16290,19,27.16075338916647,2.4933575688542193,NA,NA
16,Not found,Not low,Not outsourced,11,16.60394025207982,31275.68181818182,32665.82503465088,18,23.024290161811074,72.11488447804449,Not found,NA
16,Not found,Not low,Outsourced,7,6.420349909731255,36877.92244897959,38751.41600127373,18,23.024290161811074,27.885115521955505,Not found,NA
16,Not found,Low,Not outsourced,5,4.347324932051441,12875.914285714285,12805.293777889756,9,9.597016852769706,45.298711034323134,Not found,NA
16,Not found,Low,Outsourced,4,5.249691920718265,10774.75,9002.563621645206,9,9.597016852769706,54.70128896567687,Not found,NA
17,OTHER SERVICE ACTIVITIES,Not low,Not outsourced,135,132.44208868429655,30704.32258941799,30512.192536733575,165,162.68837931661665,81.408450462552,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Not low,Outsourced,30,30.24629063232011,31636.805952380953,30862.376711755194,165,162.68837931661665,18.591549537448014,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Low,Not outsourced,65,71.720871809825,11942.724685714285,11929.728880760355,81,89.97946032426368,79.70804842723076,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Low,Outsourced,16,18.258588514438685,12060.547008928572,11454.196343236152,81,89.97946032426368,20.291951572769225,Other service activities,NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Not low,Not outsourced,251,209.87884934771023,36204.6944621514,36428.92229449692,306,263.31332042855536,79.70688645987302,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Not low,Outsourced,55,53.4344710808451,37299.89,37838.15228536282,306,263.31332042855536,20.293113540126978,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Low,Not outsourced,27,32.78689983551288,12740.798111111111,12912.886454397212,37,43.96549724744888,74.57415902970449,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Low,Outsourced,10,11.178597411936005,11790.813142857143,10849.967937657253,37,43.96549724744888,25.425840970295514,"Professional, scientific and technical activities",NA
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Not low,Not outsourced,571,514.9975657976265,34355.492509382035,34157.401841409395,620,560.3002214955669,91.91457472977301,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Not low,Outsourced,49,45.30265569794041,31860.92110787172,30599.460788742934,620,560.3002214955669,8.085425270226999,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Low,Not outsourced,45,42.086483416184045,12937.064298412699,13143.43015281572,53,50.79944036970027,82.84832098521869,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Low,Outsourced,8,8.712956953516228,11035.397142857142,11404.877544755082,53,50.79944036970027,17.151679014781312,Public administration and defence, Compulsory social security
20,REAL ESTATE ACTIVITIES,Not low,Not outsourced,72,77.48165952155487,32879.434325396825,32555.079439611978,87,93.65307416832303,82.73263874103779,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Not low,Outsourced,15,16.171414646768163,28380.77904761905,28068.2034252061,87,93.65307416832303,17.267361258962218,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Low,Not outsourced,12,13.94760286429024,10878.908333333333,10398.371326997943,13,14.2891656557682,97.60963796133136,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Low,Outsourced,1,0.3415627914779605,8460,8460,13,14.2891656557682,2.3903620386686444,Real estate activities,NA
21,TRANSPORTATION AND STORAGE,Not low,Not outsourced,260,283.39189078912625,33609.45503296703,33272.56528864268,323,345.75120016138607,81.96410906364102,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Not low,Outsourced,63,62.3593093722598,31413.726133786848,31035.177995458806,323,345.75120016138607,18.03589093635897,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Low,Not outsourced,43,49.01236283189998,12812.09561461794,12583.616748442819,58,74.60532186159746,65.69553164427634,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Low,Outsourced,15,25.592959029697482,11341.59500952381,11207.35568120886,58,74.60532186159746,34.30446835572366,Transportation and storage,NA
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Not low,Not outsourced,49,52.305803434688094,34807.50116618076,35107.21227805504,65,72.06694867160049,72.57946173500241,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Not low,Outsourced,16,19.761145236912387,30279.98214285714,29588.310082863816,65,72.06694867160049,27.420538264997596,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Low,Not outsourced,5,3.351430572169683,15015.850057142858,15389.300115429147,8,7.708129265858288,43.479169284487945,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Low,Outsourced,3,4.356698693688605,16055.614285714286,16541.49605458101,8,7.708129265858288,56.52083071551205,Water supply," Sewerage, waste management and remediation activities"
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Not low,Not outsourced,588,600.0132520572521,29137.574886418854,29162.785821241654,720,736.1508195320292,81.50683747641281,Wholesale and retail trade, Repair of motor vehicles and motorcycles
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Not low,Outsourced,132,136.13756747477711,28955.130974025975,28640.136372940407,720,736.1508195320292,18.493162523587177,Wholesale and retail trade, Repair of motor vehicles and motorcycles
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Low,Not outsourced,439,511.9008855062657,11392.222861047836,11295.757394872804,514,589.0888430356958,86.8970600204097,Wholesale and retail trade, Repair of motor vehicles and motorcycles
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Low,Outsourced,75,77.18795752943011,11587.446356190476,11363.7096295481,514,589.0888430356958,13.102939979590294,Wholesale and retail trade, Repair of motor vehicles and motorcycles
NA,NA,Low,Not outsourced,1,0.8331552475741444,18000,18000,1,0.8331552475741444,100,NA,NA
