SectorName,SectorName_labelled,income_group,outsourcing_group,n,Frequency,avg_income,wtd_avg_income,N,Sum,perc,SectorName_short,SectorName_short_detail
3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN US,Not low,High indicators,1,0.7706144242078602,31486,31486,26,34.577680310329946,2.2286469690612596,Activities of households as employers, Undifferentiated goods-and services-producing activities of households for own us
3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN US,Low,Not outsourced,11,15.795821357253033,11393.636363636364,11253.445914005033,26,34.577680310329946,45.6821314081445,Activities of households as employers, Undifferentiated goods-and services-producing activities of households for own us
3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN US,Low,Outsourced,8,10.497475023598568,11325.7,9856.682904987703,26,34.577680310329946,30.359107173717746,Activities of households as employers, Undifferentiated goods-and services-producing activities of households for own us
3,ACTIVITIES OF HOUSEHOLDS AS EMPLOYERS; UNDIFFERENTIATED GOODS-AND SERVICES-PRODUCING ACTIVITIES OF HOUSEHOLDS FOR OWN US,Low,Likely agency,1,2.4089790919619962,5640,5640,26,34.577680310329946,6.966861485043932,Activities of households as employers, Undifferentiated goods-and services-producing activities of households for own us
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Not low,Not outsourced,101,112.61502897069379,33890.49623762376,33559.179947742334,259,292.60078882898216,38.48760265527324,Administrative and support service activities,NA
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Not low,Outsourced,26,32.699528474043085,31785.596153846152,31189.872726446025,259,292.60078882898216,11.175475160169558,Administrative and support service activities,NA
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Not low,Likely agency,2,5.775787280199854,27000,25982.14587912231,259,292.60078882898216,1.9739479525380421,Administrative and support service activities,NA
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Not low,High indicators,4,5.082731299352995,36900,32100.731282350724,259,292.60078882898216,1.7370873536242324,Administrative and support service activities,NA
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Low,Not outsourced,73,82.1827396909805,15596.158904109589,14875.63635344361,259,292.60078882898216,28.0869850077589,Administrative and support service activities,NA
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Low,Outsourced,40,43.32332872590373,13594.695,12484.791605680644,259,292.60078882898216,14.806292525487732,Administrative and support service activities,NA
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Low,Likely agency,7,5.9983102211439165,14054.057142857142,14461.05771485764,259,292.60078882898216,2.049997966563849,Administrative and support service activities,NA
4,ADMINISTRATIVE AND SUPPORT SERVICE ACTIVITIES,Low,High indicators,6,4.923334166664308,18568,18851.940444114567,259,292.60078882898216,1.6826113785844488,Administrative and support service activities,NA
5,"AGRICULTURE, FORESTRY AND FISHING",Not low,Not outsourced,10,14.69761538575085,36701,32941.08016757007,26,30.91333981585876,47.54457290380146,"Agriculture, forestry and fishing",NA
5,"AGRICULTURE, FORESTRY AND FISHING",Not low,Outsourced,1,0.7190552784798583,35000,35000,26,30.91333981585876,2.3260355651089433,"Agriculture, forestry and fishing",NA
5,"AGRICULTURE, FORESTRY AND FISHING",Not low,Likely agency,1,0.586265151773049,54366,54366,26,30.91333981585876,1.8964794980589283,"Agriculture, forestry and fishing",NA
5,"AGRICULTURE, FORESTRY AND FISHING",Low,Not outsourced,12,13.746375276993302,16026,14671.596418879042,26,30.91333981585876,44.4674543704311,"Agriculture, forestry and fishing",NA
5,"AGRICULTURE, FORESTRY AND FISHING",Low,Outsourced,2,1.1640287228616986,20066.800000000003,20064.636626431984,26,30.91333981585876,3.7654576625995735,"Agriculture, forestry and fishing",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Not low,Not outsourced,56,54.08986125458992,33206.21571428572,32603.96381413348,158,158.42016679649217,34.14329270595592,"Arts, entertainment and recreation",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Not low,Outsourced,8,8.098757695787885,35962.25,35917.32870139651,158,158.42016679649217,5.112201217532876,"Arts, entertainment and recreation",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Not low,High indicators,4,3.8208293946135807,28600,28731.467849164965,158,158.42016679649217,2.4118327053157627,"Arts, entertainment and recreation",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Low,Not outsourced,80,79.52646425891456,13731.356,13871.555569747252,158,158.42016679649217,50.199709965635186,"Arts, entertainment and recreation",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Low,Outsourced,7,8.534893022148124,14929.42857142857,15609.871321382205,158,158.42016679649217,5.387504125729218,"Arts, entertainment and recreation",NA
6,"ARTS, ENTERTAINMENT AND RECREATION",Low,Likely agency,3,4.349361170438098,12626.666666666666,12852.730923789013,158,158.42016679649217,2.745459279831035,"Arts, entertainment and recreation",NA
7,CONSTRUCTION,Not low,Not outsourced,161,159.0088317523263,37320.40260869565,36839.820502048984,260,253.9467229137746,62.61503591299202,Construction,NA
7,CONSTRUCTION,Not low,Outsourced,27,23.944334244237183,36867.96296296296,36806.077534084936,260,253.9467229137746,9.428880975308854,Construction,NA
7,CONSTRUCTION,Not low,Likely agency,14,11.071472882048017,35714.32142857143,35797.82052415091,260,253.9467229137746,4.359762061512106,Construction,NA
7,CONSTRUCTION,Not low,High indicators,9,7.289320389174923,30665.166666666668,30379.000426713916,260,253.9467229137746,2.8704132526451027,Construction,NA
7,CONSTRUCTION,Low,Not outsourced,39,42.299403172331026,17642.44871794872,16584.146194898745,260,253.9467229137746,16.65680213825536,Construction,NA
7,CONSTRUCTION,Low,Outsourced,6,6.533714303185804,17001,18057.214414343536,260,253.9467229137746,2.572868130849741,Construction,NA
7,CONSTRUCTION,Low,Likely agency,3,3.08825429125363,13740,13406.68574636303,260,253.9467229137746,1.216103226621365,Construction,NA
7,CONSTRUCTION,Low,High indicators,1,0.7113918792177198,21600,21600,260,253.9467229137746,0.2801343018154508,Construction,NA
8,EDUCATION,Not low,Not outsourced,453,394.6783642770258,36450.52810154526,36110.686636841536,938,857.3614906048289,46.034067146939215,Education,NA
8,EDUCATION,Not low,Outsourced,28,23.750791351937945,32835.57142857143,32566.37429869299,938,857.3614906048289,2.770219051380866,Education,NA
8,EDUCATION,Not low,Likely agency,10,8.072460530070257,36021.85,35254.73007056923,938,857.3614906048289,0.9415468992403089,Education,NA
8,EDUCATION,Not low,High indicators,10,10.051444664945379,37925.3,39305.80945624229,938,857.3614906048289,1.1723695051727305,Education,NA
8,EDUCATION,Low,Not outsourced,377,357.14421054950253,14446.813580901857,14149.413243088979,938,857.3614906048289,41.656199218552935,Education,NA
8,EDUCATION,Low,Outsourced,49,48.23677314046391,13949.275510204081,12354.014566848826,938,857.3614906048289,5.626188447819729,Education,NA
8,EDUCATION,Low,Likely agency,4,5.972345272423394,14661.5,14371.23793960728,938,857.3614906048289,0.6965959327389641,Education,NA
8,EDUCATION,Low,High indicators,7,9.455100818459595,13392.357142857143,11589.586701769136,938,857.3614906048289,1.1028137981552517,Education,NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Not low,Not outsourced,63,59.05353695168833,38640.89333333333,39328.858410785935,94,94.22113529939584,62.67546741401554,"Electricity, gas, steam and air conditioning supply",NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Not low,Outsourced,8,8.43675042107239,34906.25,31711.29875606939,94,94.22113529939584,8.954201617571135,"Electricity, gas, steam and air conditioning supply",NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Not low,Likely agency,3,2.4774927131152173,48292,47663.58692980721,94,94.22113529939584,2.629444768674002,"Electricity, gas, steam and air conditioning supply",NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Not low,High indicators,1,0.7531244460647682,47946,47946.00000000001,94,94.22113529939584,0.7993158261908541,"Electricity, gas, steam and air conditioning supply",NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Low,Not outsourced,17,21.182423047610538,17606.470588235294,16204.804832038917,94,94.22113529939584,22.48160455751414,"Electricity, gas, steam and air conditioning supply",NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Low,Outsourced,2,2.3178077198445974,8253,9932.953564034346,94,94.22113529939584,2.4599658160343347,"Electricity, gas, steam and air conditioning supply",NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Not low,Not outsourced,257,237.9032236438638,38045.289027237355,37814.99819061718,400,364.9644581207922,65.18531280246611,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Not low,Outsourced,31,25.891327593331006,38845.95161290323,38520.866548663595,400,364.9644581207922,7.094205207445642,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Not low,Likely agency,7,4.817615427062773,39285.78571428572,40077.631246061406,400,364.9644581207922,1.3200231748233104,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Not low,High indicators,13,10.741346610361378,34011.61538461538,33950.69009531587,400,364.9644581207922,2.943121274238248,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Low,Not outsourced,79,73.51363631067412,17686.091898734176,17774.07209641267,400,364.9644581207922,20.142683670951687,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Low,Outsourced,9,9.220615773881404,19522.88888888889,20258.66904176243,400,364.9644581207922,2.526442114763312,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Low,Likely agency,2,1.296060672982176,16926,15728.880381255954,400,364.9644581207922,0.3551196956699874,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Low,High indicators,2,1.580632088635497,16950,16923.8247739444,400,364.9644581207922,0.43309205964169684,Financial and insurance activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Not low,Not outsourced,696,618.092631408034,34357.24278735632,34046.068534818834,1490,1411.657943574021,43.78487254803055,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Not low,Outsourced,62,56.77889865093466,32065.362903225807,31846.20049070514,1490,1411.657943574021,4.0221428221614675,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Not low,Likely agency,22,17.934742024432072,35790.82272727272,35808.381028055184,1490,1411.657943574021,1.270473637475172,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Not low,High indicators,25,21.39947452673398,34580.42,34515.22772755811,1490,1411.657943574021,1.515910750486411,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Low,Not outsourced,560,568.349590375872,16540.191982142856,16316.302285840475,1490,1411.657943574021,40.26114066534634,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Low,Outsourced,79,83.89796457785106,15534.00664556962,15350.651125065731,1490,1411.657943574021,5.943221936996937,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Low,Likely agency,31,31.56386708459436,17237.05741935484,16999.28401929817,1490,1411.657943574021,2.235943007884848,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Low,High indicators,15,13.640774925568861,16721.356,17664.546972602522,1490,1411.657943574021,0.9662946316182863,Human health and social work activities,NA
12,INFORMATION AND COMMUNICATION,Not low,Not outsourced,250,234.19372320500665,41987.004,42395.66976849337,375,353.2692300988741,66.29326962313128,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Not low,Outsourced,44,36.74504655125776,39928.068181818184,39588.066540321975,375,353.2692300988741,10.401428548128417,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Not low,Likely agency,10,8.848891537382903,45977.45,44994.79177162139,375,353.2692300988741,2.504857707224104,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Not low,High indicators,9,7.416216342357809,32931.77777777778,33700.591672665585,375,353.2692300988741,2.099310019240038,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Low,Not outsourced,46,51.55973361790238,18407.82608695652,18612.86477920712,375,353.2692300988741,14.59502533053096,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Low,Outsourced,13,12.379827326358697,15402.615384615385,16316.385629862627,375,353.2692300988741,3.50436049097562,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Low,Likely agency,2,1.5020011567099323,16100,15047.075930620926,375,353.2692300988741,0.4251718034682917,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Low,High indicators,1,0.6237903618979663,13000,13000,375,353.2692300988741,0.176576477301286,Information and communication,NA
13,MANUFACTURING,Not low,Not outsourced,425,444.1070118604745,35164.848047058826,34094.816985121186,662,700.7756586048066,63.373635543314855,Manufacturing,NA
13,MANUFACTURING,Not low,Outsourced,38,38.18444793333736,33188.32894736842,32774.73562442443,662,700.7756586048066,5.448883314434725,Manufacturing,NA
13,MANUFACTURING,Not low,Likely agency,13,11.038452413957717,36300.42307692308,37545.71112991545,662,700.7756586048066,1.575176346155412,Manufacturing,NA
13,MANUFACTURING,Not low,High indicators,13,12.08254239082477,37871.88461538462,36690.54857549838,662,700.7756586048066,1.724166963059224,Manufacturing,NA
13,MANUFACTURING,Low,Not outsourced,134,148.51815223072927,17541.128208955222,18116.112551772436,662,700.7756586048066,21.19339483429235,Manufacturing,NA
13,MANUFACTURING,Low,Outsourced,25,31.050553699768507,14952.5088,15022.689223372416,662,700.7756586048066,4.430883595698501,Manufacturing,NA
13,MANUFACTURING,Low,Likely agency,8,8.539776591601727,14544,15045.760397366985,662,700.7756586048066,1.2186177540189969,Manufacturing,NA
13,MANUFACTURING,Low,High indicators,6,7.254721484112809,16961,17629.874645184664,662,700.7756586048066,1.0352416490259424,Manufacturing,NA
14,MINING AND QUARRYING,Not low,Not outsourced,4,4.999003648050852,37033,39758.24513338801,4,4.999003648050852,100,Mining and quarrying,NA
15,NA,Not low,Not outsourced,32,36.592518968391225,33305.515625,33113.20901664631,69,89.61314297499393,40.83387520355376,NA,NA
15,NA,Not low,Outsourced,3,4.137574695349788,42633.333333333336,41413.14362725169,69,89.61314297499393,4.617151634224408,NA,NA
15,NA,Not low,High indicators,2,2.409592375732675,32500,31294.389806716354,69,89.61314297499393,2.6888827863174702,NA,NA
15,NA,Low,Not outsourced,29,44.433659777569986,14880.248965517241,15178.225737945786,69,89.61314297499393,49.583864935937974,NA,NA
15,NA,Low,Outsourced,3,2.0397971579502654,19000,18852.89298022095,69,89.61314297499393,2.2762254399663897,NA,NA
16,Not found,Not low,Not outsourced,9,14.686606624951173,33854,34360.14751515001,27,32.62130701458078,45.02151498217618,Not found,NA
16,Not found,Not low,Outsourced,4,3.920751254806365,42677,47383.954083184064,27,32.62130701458078,12.018988856129837,Not found,NA
16,Not found,Not low,Likely agency,1,0.7706144242078602,42000,42000,27,32.62130701458078,2.3623039501863548,Not found,NA
16,Not found,Not low,High indicators,1,0.5796718959546728,36000,36000,27,32.62130701458078,1.776973239286753,Not found,NA
16,Not found,Low,Not outsourced,7,6.264658559180089,14946.642857142857,14978.4641800623,27,32.62130701458078,19.20419238990016,Not found,NA
16,Not found,Low,Outsourced,2,3.8261721985841977,9783,8201.4698066994,27,32.62130701458078,11.729058547145305,Not found,NA
16,Not found,Low,Likely agency,1,1.1493123347623564,19746,19746,27,32.62130701458078,3.523195236317929,Not found,NA
16,Not found,Low,High indicators,2,1.4235197221340667,12053,12207.5458415349,27,32.62130701458078,4.363772798857491,Not found,NA
17,OTHER SERVICE ACTIVITIES,Not low,Not outsourced,100,97.17479860133898,34873.3818,35001.41881261057,246,252.66783964088035,38.45950428018644,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Not low,Outsourced,13,12.347686177033792,39437,40115.25513695582,246,252.66783964088035,4.886924348814514,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Not low,Likely agency,4,2.4480511730303105,33950,31970.261167208944,246,252.66783964088035,0.9688811906215501,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Not low,High indicators,5,6.575576240273527,29520,28768.373956611755,246,252.66783964088035,2.602458725898582,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Low,Not outsourced,100,106.98816189278257,15043.8008,14817.153626786945,246,252.66783964088035,42.343403119623794,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Low,Outsourced,20,22.80446123103138,15251.35,14724.573301712144,246,252.66783964088035,9.025470460919607,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Low,Likely agency,1,1.0565092615119964,21000,21000,246,252.66783964088035,0.41814156602345,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Low,High indicators,3,3.272595063877792,10657.2,9684.006357834793,246,252.66783964088035,1.2952163079120667,Other service activities,NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Not low,Not outsourced,216,178.167338735559,38909.78365740741,39427.15438162344,343,307.2788176760042,57.982304176729556,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Not low,Outsourced,35,34.417058066264474,38726.614285714284,38613.29552703857,343,307.2788176760042,11.200595708668057,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Not low,Likely agency,5,4.055740270183093,42700.1,43386.926894676035,343,307.2788176760042,1.3198893112311694,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Not low,High indicators,10,10.817791796350678,39420.6,41184.802708238465,343,307.2788176760042,3.520513349461333,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Low,Not outsourced,62,64.49841044766409,17275.844838709676,16755.29901927822,343,307.2788176760042,20.990190907227266,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Low,Outsourced,11,12.607929302615059,14361.36,12983.283893807895,343,307.2788176760042,4.103090931542473,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Low,Likely agency,3,2.0996213894873796,21198.333333333332,21127.769882728804,343,307.2788176760042,0.6832951927396529,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Low,High indicators,1,0.614927667880418,5640,5640,343,307.2788176760042,0.2001204224004792,"Professional, scientific and technical activities",NA
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Not low,Not outsourced,489,438.30668858274396,36803.69529652352,36646.65054886584,674,611.7176217436482,71.65180027565474,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Not low,Outsourced,20,19.331825941667802,35441.62,33560.90993711711,674,611.7176217436482,3.160253236871631,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Not low,Likely agency,10,9.2179310953261009,39702.05,37247.93307617035,674,611.7176217436482,1.506893175490218,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Not low,High indicators,4,3.433617493672064,38050,36315.53510285802,674,611.7176217436482,0.5613075987389139,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Low,Not outsourced,128,119.39532050944763,18083.34171875,18165.845757547384,674,611.7176217436482,19.518044971325427,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Low,Outsourced,18,17.25203812983362,17180.064444444444,16665.8220647805,674,611.7176217436482,2.820261754215642,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Low,Likely agency,3,2.5378552482750125,18333.333333333332,20138.362499272564,674,611.7176217436482,0.4148736538014183,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Low,High indicators,2,2.2423447426820426,22300,22138.647343062694,674,611.7176217436482,0.3665653339020106,Public administration and defence, Compulsory social security
20,REAL ESTATE ACTIVITIES,Not low,Not outsourced,57,57.813426459254856,36240.95614035088,36886.30755365014,100,107.94223982409123,53.55959497734241,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Not low,Outsourced,7,8.77215224974137,30095.714285714286,30117.470421370075,100,107.94223982409123,8.126709492073692,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Not low,Likely agency,2,1.5178367324637163,40699.5,44619.78766968197,100,107.94223982409123,1.4061564174851928,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Not low,High indicators,3,2.5817277013735658,25462,25378.578202413803,100,107.94223982409123,2.391767769115126,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Low,Not outsourced,27,33.61583592659026,16218.19037037037,16312.38251469074,100,107.94223982409123,31.142429489486712,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Low,Outsourced,2,1.525585180957864,14430,17726.757115137785,100,107.94223982409123,1.41333474591971,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Low,High indicators,2,2.1156755737096073,20000,18807.904929106757,100,107.94223982409123,1.960007108577172,Real estate activities,NA
21,TRANSPORTATION AND STORAGE,Not low,Not outsourced,224,238.47066029051837,36454.30236607143,36446.715785117856,381,420.35652202298354,56.73057221590574,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Not low,Outsourced,32,29.379349627990162,33557.59375,34416.554520219004,381,420.35652202298354,6.989150420838197,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Not low,Likely agency,6,7.353018196178823,32778.666666666664,33814.57970444493,381,420.35652202298354,1.7492337601405856,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Not low,High indicators,14,12.46836049413259,38722.857142857145,38577.28711614478,381,420.35652202298354,2.96613941758964,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Low,Not outsourced,79,93.93359333050788,16803.912658227848,16902.330437901193,381,420.35652202298354,22.34617245343274,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Low,Outsourced,18,28.615537443326684,15819.218888888889,15001.78259961249,381,420.35652202298354,6.807444620012841,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Low,Likely agency,4,6.877768237209045,10525,10869.629688761665,381,420.35652202298354,1.6361749793031626,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Low,High indicators,4,3.258234403119978,18196.5,18322.916396553504,381,420.35652202298354,0.7751121327770977,Transportation and storage,NA
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Not low,Not outsourced,42,46.70874106670378,37528.03571428572,37586.00224600528,73,79.77507793745876,58.55054269369943,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Not low,Outsourced,8,11.797468807196587,31414.25,31184.49149484761,73,79.77507793745876,14.78841401627391,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Not low,Likely agency,2,3.458180344404257,43000,32334.232027634906,73,79.77507793745876,4.3349131505899186,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Not low,High indicators,3,2.4081989273069704,31080,30547.204601582824,73,79.77507793745876,3.0187359129814015,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Low,Not outsourced,12,8.948492940153995,18883.823333333334,18976.903848262016,73,79.77507793745876,11.217153491431676,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Low,Outsourced,6,6.453995851693177,18634.833333333332,18692.77283104555,73,79.77507793745876,8.090240735023679,Water supply," Sewerage, waste management and remediation activities"
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Not low,Not outsourced,391,401.65344176363504,33937.135677749364,33910.09696066195,1234,1325.239662567725,30.307985273049354,Wholesale and retail trade, Repair of motor vehicles and motorcycles
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Not low,Outsourced,61,61.115570546623346,32273.359016393442,31878.11180079633,1234,1325.239662567725,4.611661744880814,Wholesale and retail trade, Repair of motor vehicles and motorcycles
