SectorName,SectorName_labelled,outsourcing_status,n,Frequency,avg_income,wtd_avg_income,N,Sum,perc,SectorName_short,SectorName_short_detail
10,FINANCIAL AND INSURANCE ACTIVITIES,Not outsourced,444,414.6917470808785,59348.63202279202,62097.405325509346,537,496.81356649967034,83.47029450153988,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Outsourced,93,82.12181941879184,132420.234375,143214.63976803244,537,496.81356649967034,16.529705498460125,Financial and insurance activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Not outsourced,1500,1413.6355496645242,36722.902848043675,34943.27572958575,1774,1683.6558831890147,83.96226115914823,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Outsourced,274,270.02033352449047,40256.795102040815,37315.45117771137,1774,1683.6558831890147,16.037738840851766,Human health and social work activities,NA
12,INFORMATION AND COMMUNICATION,Not outsourced,409,386.8998090570547,67450.58598726115,63987.907556293656,514,477.85631099523846,80.96572131719945,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Outsourced,105,90.95650193818376,95950.57471264368,97333.03992109418,514,477.85631099523846,19.034278682800547,Information and communication,NA
13,MANUFACTURING,Not outsourced,683,708.4400283773821,49741.90509578544,47496.1627950582,803,832.8677096975241,85.06033072583269,Manufacturing,NA
13,MANUFACTURING,Outsourced,120,124.42768132014209,73599.18444444444,61992.041700145244,803,832.8677096975241,14.939669274167318,Manufacturing,NA
14,MINING AND QUARRYING,Not outsourced,9,8.735801743449203,58868,54859.57103046843,9,8.735801743449203,100,Mining and quarrying,NA
15,NA,Not outsourced,86,112.65983142563263,33402.793333333335,27105.895871630168,98,125.39738605293681,89.84224868776212,NA,NA
15,NA,Outsourced,12,12.737554627304183,31237.5,33214.62255128036,98,125.39738605293681,10.157751312237876,NA,NA
16,Not found,Not outsourced,21,25.593461217445444,28000,30372.904179899546,32,37.263503047894964,68.68238121507268,Not found,NA
16,Not found,Outsourced,11,11.670041830449518,33021,30421.162657075758,32,37.263503047894964,31.31761878492732,Not found,NA
17,OTHER SERVICE ACTIVITIES,Not outsourced,230,233.7715952629578,39373.76215909091,39021.24400391824,290,296.2975386481826,78.89758258860638,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Outsourced,60,62.52594338522482,54297.037209302325,49283.89793536637,290,296.2975386481826,21.10241741139362,Other service activities,NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Not outsourced,376,331.41197175713916,53770.900177935946,53888.28530167306,458,411.02666176921855,80.63028571689563,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Outsourced,82,79.61469001207942,75539.28967741935,69683.0091164663,458,411.02666176921855,19.369714283104372,"Professional, scientific and technical activities",NA
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Not outsourced,745,674.3142179011577,45395.15425641026,44269.46326768988,819,749.6638552185243,89.9488768475569,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Outsourced,74,75.34963731736657,76366.25103448276,80688.10545173367,819,749.6638552185243,10.051123152443093,Public administration and defence, Compulsory social security
20,REAL ESTATE ACTIVITIES,Not outsourced,103,105.76824762104803,44260.5387654321,39630.78270501278,119,122.28122505929416,86.49590120622443,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Outsourced,16,16.512977438246125,27704.636363636364,27557.001557616208,119,122.28122505929416,13.504098793775565,Real estate activities,NA
21,TRANSPORTATION AND STORAGE,Not outsourced,377,410.3781223585467,46679.564315789474,50974.51123556891,470,509.25457690449093,80.58408131607462,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Outsourced,93,98.8764545459442,50918.1240625,40399.44489636397,470,509.25457690449093,19.41591868392538,Transportation and storage,NA
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Not outsourced,64,64.42690641748747,48710.08255319149,46514.16575109584,86,92.05017152379872,69.9910769865654,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Outsourced,22,27.623265106311244,54523.82352941176,50316.51051703047,86,92.05017152379872,30.008923013434586,Water supply," Sewerage, waste management and remediation activities"
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Not outsourced,1185,1303.0448379194481,36135.351354983206,36426.49985472953,1438,1558.1783019181808,83.62617014467132,Wholesale and retail trade, Repair of motor vehicles and motorcycles
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Outsourced,253,255.13346399873268,71777.35340782123,59181.02054112822,1438,1558.1783019181808,16.37382985532869,Wholesale and retail trade, Repair of motor vehicles and motorcycles
NA,NA,Not outsourced,1,0.8331552475741444,18000,18000,1,0.8331552475741444,100,NA,NA
