SectorName,SectorName_labelled,outsourcing_status,n,Frequency,avg_income,wtd_avg_income,N,Sum,perc,SectorName_short,SectorName_short_detail
7,CONSTRUCTION,Not outsourced,200,201.3082349246573,706.4331879680785,686.3525218139329,260,253.94672291377458,79.27183805124739,Construction,NA
7,CONSTRUCTION,Outsourced,60,52.63848798911728,678.629102721506,665.7959973690756,260,253.94672291377458,20.728161948752625,Construction,NA
8,EDUCATION,Not outsourced,830,751.8225748265284,565.1301736614968,548.43000156457515,938,857.3614906048289,87.69026636549214,Education,NA
8,EDUCATION,Outsourced,108,105.53891577830048,490.2711473751222,449.2567164507551,938,857.3614906048289,12.30973363450785,Education,NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Not outsourced,80,80.23595999929887,727.0434147483118,706.1083556859803,94,94.22113529939584,85.15707197152967,"Electricity, gas, steam and air conditioning supply",NA
9,"ELECTRICITY, GAS, STEAM AND AIR CONDITIONING SUPPLY",Outsourced,14,13.985175300096973,729.2940454266421,669.4622008980602,94,94.22113529939584,14.842928028470325,"Electricity, gas, steam and air conditioning supply",NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Not outsourced,336,311.1503417267949,712.9625443962115,708.2144118325358,401,365.2842050448222,85.18034380616463,Financial and insurance activities,NA
10,FINANCIAL AND INSURANCE ACTIVITIES,Outsourced,65,54.13386331802728,731.611833593049,719.3978184678232,401,365.2842050448222,14.819656193835367,Financial and insurance activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Not outsourced,1256,1186.442221783906,562.3105102029594,543.5059215803931,1490,1411.657943574021,84.04601321337688,Human health and social work activities,NA
11,HUMAN HEALTH AND SOCIAL WORK ACTIVITIES,Outsourced,234,225.215721790115,510.93111668909665,494.45020752440246,1490,1411.657943574021,15.953986786623123,Human health and social work activities,NA
12,INFORMATION AND COMMUNICATION,Not outsourced,296,285.753456822909,822.1736888822523,817.3260811253984,375,353.26923009887406,80.88829495366224,Information and communication,NA
12,INFORMATION AND COMMUNICATION,Outsourced,79,67.51577327596506,740.5557809015393,735.1273007416011,375,353.26923009887406,19.111705046337757,Information and communication,NA
13,MANUFACTURING,Not outsourced,559,592.6251640912037,655.9715772706458,635.8104570814405,662,700.7756586048066,84.5670303776072,Manufacturing,NA
13,MANUFACTURING,Outsourced,103,108.1504945136029,575.2687734449033,549.7108718850296,662,700.7756586048066,15.432969622392804,Manufacturing,NA
14,MINING AND QUARRYING,Not outsourced,4,4.999003648050852,777.9265653775321,847.3469953066422,4,4.999003648050852,100,Mining and quarrying,NA
15,NA,Not outsourced,61,81.0261787459612,516.904679175598,486.9468302580048,69,89.61314297499393,90.41774013949173,NA,NA
15,NA,Outsourced,8,8.586964229032729,660.1634438305709,707.2694279151743,69,89.61314297499393,9.58225986050827,NA,NA
16,Not found,Not outsourced,16,20.951265184131262,548.4354857274401,613.3019304391952,27,32.62130701458078,64.22570737207633,Not found,NA
16,Not found,Outsourced,11,11.670041830449518,588.4009152296445,545.0694491785163,27,32.62130701458078,35.77429262792367,Not found,NA
17,OTHER SERVICE ACTIVITIES,Not outsourced,200,204.16296049412153,528.6912918815224,515.3168067035803,246,252.66783964088035,80.80290739981022,Other service activities,NA
17,OTHER SERVICE ACTIVITIES,Outsourced,46,48.504879146758796,533.436792043665,506.1269997603497,246,252.66783964088035,19.19709260018977,Other service activities,NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Not outsourced,278,242.66574918322308,728.9158619292411,714.4305422812885,343,307.2788176760042,78.97249508395683,"Professional, scientific and technical activities",NA
18,"PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",Outsourced,65,64.61306849278111,717.0899830004249,712.6544074192664,343,307.2788176760042,21.027504916043167,"Professional, scientific and technical activities",NA
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Not outsourced,616,557.0840492138107,704.5299024877822,699.7817531588632,673,611.0996618652673,91.16091596474067,Public administration and defence, Compulsory social security
19,PUBLIC ADMINISTRATION AND DEFENCE; COMPULSORY SOCIAL SECURITY,Outsourced,57,54.01561265145664,621.7504108644847,590.9239655892617,673,611.0996618652673,8.839084035259338,Public administration and defence, Compulsory social security
20,REAL ESTATE ACTIVITIES,Not outsourced,84,91.4292623858451,638.9058142594054,626.8428436510393,100,107.94223982409123,84.7020244668291,Real estate activities,NA
20,REAL ESTATE ACTIVITIES,Outsourced,16,16.512977438246125,583.0267418661756,594.3472126418856,100,107.94223982409123,15.297975533170893,Real estate activities,NA
21,TRANSPORTATION AND STORAGE,Not outsourced,303,332.4042536210262,658.7050402461977,649.337444821757,381,420.3565220229835,79.07674466933847,Transportation and storage,NA
21,TRANSPORTATION AND STORAGE,Outsourced,78,87.95226840195728,592.0070792605185,542.8446543597057,381,420.3565220229835,20.923255330661526,Transportation and storage,NA
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Not outsourced,54,55.65723400685778,708.485531455335,728.788251753111,73,79.77507793745878,69.76769618513109,Water supply," Sewerage, waste management and remediation activities"
22,"WATER SUPPLY; SEWERAGE, WASTE MANAGEMENT AND REMEDIATION ACTIVITIES",Outsourced,19,24.11784393060099,602.3272107524797,585.0845324379475,73,79.77507793745878,30.232303814868906,Water supply," Sewerage, waste management and remediation activities"
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Not outsourced,1027,1111.914137563518,463.06076954906297,449.8477108907943,1234,1325.2396625677252,83.90287198385859,Wholesale and retail trade, Repair of motor vehicles and motorcycles
23,WHOLESALE AND RETAIL TRADE; REPAIR OF MOTOR VEHICLES AND MOTORCYCLES,Outsourced,207,213.3255250042072,486.9166400803077,481.039997453235,1234,1325.2396625677252,16.09712801614141,Wholesale and retail trade, Repair of motor vehicles and motorcycles
NA,NA,Not outsourced,1,0.8331552475741444,386.7403314917127,386.74033149171265,1,0.8331552475741444,100,NA,NA
